name	id	state	createdAt	model	algorithm	group_size	dataset	max_steps	lr	final_reward
c0137	ywwkexrg	finished	2026-06-07T06:08:09Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	0.953125
c0138	ww83czju	finished	2026-06-07T06:08:11Z	meta-llama/Llama-3.2-3B		8	llama3	5	0.0001	0
c0139	rlsf8ar7	finished	2026-06-07T06:08:13Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0140	rruipyqv	finished	2026-06-07T06:08:14Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.96875
c0141	7pd5ylnj	finished	2026-06-07T06:08:20Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0.015625
c0142	orkqe01g	finished	2026-06-07T06:08:23Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0
c0143	6hxapo60	finished	2026-06-07T06:08:24Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.875
c0144	jiojfbge	finished	2026-06-07T06:09:14Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0
c0145	38cvzejg	finished	2026-06-07T06:09:18Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0
c0146	1gy3x8c1	finished	2026-06-07T06:09:21Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.90625
c0147	m88o4quf	finished	2026-06-07T06:09:22Z	meta-llama/Llama-3.2-3B		4	llama3	5	0.0001	0
c0149	mvrbugng	finished	2026-06-07T06:09:25Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.9375
c0148	r879t644	finished	2026-06-07T06:09:25Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0150	2ahld6bp	finished	2026-06-07T06:09:34Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0
c0151	m6q9gvoj	finished	2026-06-07T06:09:34Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0152	q64h0gc2	finished	2026-06-07T06:10:18Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.875
c0153	bna1vpzi	finished	2026-06-07T06:10:27Z	meta-llama/Llama-3.2-3B		4	llama3	5	0.0001	0.03125
c0154	o99y5fgg	finished	2026-06-07T06:10:30Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0155	ugli06ih	finished	2026-06-07T06:10:33Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.734375
c0156	4iis4r87	finished	2026-06-07T06:10:34Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0157	0e05mkqs	finished	2026-06-07T06:10:38Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0.0625
c0158	2df0guaw	finished	2026-06-07T06:10:38Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.875
c0159	kf7i3obh	finished	2026-06-07T06:10:44Z	meta-llama/Llama-3.2-3B		4	llama3	5	0.0001	0
c0160	pmvalxhj	finished	2026-06-07T06:11:18Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0161	kyp7bnac	finished	2026-06-07T06:11:30Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.96875
c0162	2stj9glu	finished	2026-06-07T06:11:32Z	meta-llama/Llama-3.2-3B		8	llama3	5	0.0001	0
c0163	7xg1ifhl	finished	2026-06-07T06:11:37Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0164	ms4m1pnm	finished	2026-06-07T06:11:42Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	0.75
c0165	nf0y8ox9	finished	2026-06-07T06:11:46Z	meta-llama/Llama-3.2-3B		4	llama3	5	0.0001	0.03125
c0166	ubqjxlna	finished	2026-06-07T06:11:47Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0167	ltx9mlyg	finished	2026-06-07T06:11:52Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.953125
c0168	bgjfbwzs	finished	2026-06-07T06:12:25Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0
c0169	4ayz0871	finished	2026-06-07T06:12:33Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0170	inn2mj6s	finished	2026-06-07T06:12:45Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.84375
c0171	0fyuhna3	finished	2026-06-07T06:12:48Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0
c0172	0eibh2dn	finished	2026-06-07T06:12:56Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0.015625
c0173	0av5r660	finished	2026-06-07T06:12:59Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.75
c0175	5mluqmt3	finished	2026-06-07T06:13:02Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0174	k386ubg3	finished	2026-06-07T06:13:02Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0.03125
c0177	rhelssam	finished	2026-06-07T06:13:33Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0176	t5f399sj	finished	2026-06-07T06:13:33Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	1e-05	1
c0178	onwfitai	finished	2026-06-07T06:13:52Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0179	fnlbb974	finished	2026-06-07T06:14:00Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	0.9375
c0180	b2z2glkr	finished	2026-06-07T06:14:06Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0181	rmirppjw	finished	2026-06-07T06:14:07Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0182	rh8sipo5	finished	2026-06-07T06:14:08Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.890625
c0183	56qz3q3h	finished	2026-06-07T06:14:23Z	meta-llama/Llama-3.2-3B		4	llama3	5	0.0001	0.03125
c0184	3wm6pmxn	finished	2026-06-07T06:14:39Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0185	5bzx5okb	finished	2026-06-07T06:14:47Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	1e-05	0.875
c0186	1s412vrx	finished	2026-06-07T06:14:59Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0.015625
c0187	50szu61h	finished	2026-06-07T06:15:01Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0
c0188	emckblbw	finished	2026-06-07T06:15:11Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	1e-05	0.875
c0189	38lxty1h	finished	2026-06-07T06:15:21Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0190	asj7e2aw	finished	2026-06-07T06:15:21Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0191	q4qcxj9j	finished	2026-06-07T06:15:30Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.953125
c0192	fjejwq7v	finished	2026-06-07T06:15:49Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0
c0193	ya20al9j	finished	2026-06-07T06:15:53Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0194	05voy7oy	finished	2026-06-07T06:15:57Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.875
c0195	pcnhlwue	finished	2026-06-07T06:16:07Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0196	locbpodl	finished	2026-06-07T06:16:20Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0197	ir190n1f	finished	2026-06-07T06:16:22Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.71875
c0198	fr4qss5r	finished	2026-06-07T06:16:27Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0.03125
c0199	5zfo76ew	finished	2026-06-07T06:16:39Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0
c0200	q6utpcke	finished	2026-06-07T06:16:53Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.90625
c0201	oszkar2c	finished	2026-06-07T06:16:57Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0.03125
c0202	rnn8v2xu	finished	2026-06-07T06:17:16Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0203	3re8lpmq	finished	2026-06-07T06:17:19Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.65625
c0204	7iaggjcp	finished	2026-06-07T06:17:26Z	meta-llama/Llama-3.2-3B		4	llama3	5	0.0001	0
c0205	ls49mdfd	finished	2026-06-07T06:17:31Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0206	4hejnckt	finished	2026-06-07T06:17:34Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.6875
c0207	91dckbkp	finished	2026-06-07T06:17:44Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0208	zp0xal0x	finished	2026-06-07T06:18:01Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0209	5dhheire	finished	2026-06-07T06:18:06Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.875
c0211	fnz8vm7w	finished	2026-06-07T06:18:29Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0210	kjgva0g8	finished	2026-06-07T06:18:29Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0.03125
c0212	5630alt3	finished	2026-06-07T06:18:30Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.625
c0213	g3rdweni	finished	2026-06-07T06:18:35Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0.03125
c0214	xlqq4d1u	finished	2026-06-07T06:18:43Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0215	nn3luluz	finished	2026-06-07T06:18:53Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.90625
c0216	d4pnea8i	finished	2026-06-07T06:19:01Z	meta-llama/Llama-3.2-3B		8	llama3	5	0.0001	0
c0217	vgjdhdyy	finished	2026-06-07T06:19:15Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0218	v42tfddj	finished	2026-06-07T06:19:34Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.828125
c0219	6b5n9bj2	finished	2026-06-07T06:19:37Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0
c0220	k7nnk4j5	finished	2026-06-07T06:19:42Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0221	bltj0fh2	finished	2026-06-07T06:19:43Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.90625
c0222	td28u75a	finished	2026-06-07T06:19:43Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0.03125
c0223	mpq0z2pr	finished	2026-06-07T06:20:08Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0
c0224	uggu2942	finished	2026-06-07T06:20:10Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.75
c0225	k3iodn1w	finished	2026-06-07T06:20:20Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0
c0226	abn8a3p3	finished	2026-06-07T06:20:47Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0227	bqgiig5w	finished	2026-06-07T06:20:47Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.90625
c0228	nvmh0bv0	finished	2026-06-07T06:20:49Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0
c0229	otgtezel	finished	2026-06-07T06:20:53Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0230	xm3el5av	finished	2026-06-07T06:21:00Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.71875
c0231	loypsq6j	finished	2026-06-07T06:21:15Z	meta-llama/Llama-3.2-3B		8	llama3	5	0.0001	0.03125
c0232	0tu51jto	finished	2026-06-07T06:21:22Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0233	6lkfrsx9	finished	2026-06-07T06:21:25Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.75
c0234	3u88freg	finished	2026-06-07T06:21:58Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0235	sslr5pm6	finished	2026-06-07T06:21:58Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0.03125
c0236	8y2472aj	finished	2026-06-07T06:21:59Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.9375
c0237	vks1h411	finished	2026-06-07T06:21:59Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0.03125
c0238	jedkqwxz	finished	2026-06-07T06:22:12Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0.03125
c0239	mog4tyv2	finished	2026-06-07T06:22:23Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.9375
c0240	4zsesrkc	finished	2026-06-07T06:22:34Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0.015625
c0241	bjwbu8f3	finished	2026-06-07T06:22:39Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0.015625
c0242	2rfmrih1	finished	2026-06-07T06:23:04Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.875
c0243	s811dtna	finished	2026-06-07T06:23:06Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0244	jecq0eya	finished	2026-06-07T06:23:11Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0.03125
c0245	zmu92o4y	finished	2026-06-07T06:23:17Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.96875
c0246	k418zn82	finished	2026-06-07T06:23:20Z	meta-llama/Llama-3.2-3B		8	llama3	5	0.0001	0.015625
c0247	xfgokl07	finished	2026-06-07T06:23:25Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0248	ctviievp	finished	2026-06-07T06:23:38Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.96875
c0249	cwgg2w2y	finished	2026-06-07T06:23:45Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0.015625
c0250	phiwplf3	finished	2026-06-07T06:24:15Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0.03125
c0252	dcyxeu6t	finished	2026-06-07T06:24:18Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0.03125
c0251	kx3uyjyq	finished	2026-06-07T06:24:18Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.875
c0253	66ihx7ib	finished	2026-06-07T06:24:26Z	meta-llama/Llama-3.2-1B		4	llama3	5	1e-05	0
c0254	6u1fe8ph	finished	2026-06-07T06:24:28Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	0.0001	0.8125
c0255	v2t15dwf	finished	2026-06-07T06:24:32Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0256	epbghp7e	finished	2026-06-07T06:24:49Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0
c0257	l1264msp	finished	2026-06-07T06:24:56Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.71875
c0259	hxn8wiqw	finished	2026-06-07T06:25:18Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0.015625
c0258	rqg9imz4	finished	2026-06-07T06:25:18Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0.046875
c0260	qyjxs3p8	finished	2026-06-07T06:25:29Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.96875
c0261	cpy5yw7h	finished	2026-06-07T06:25:34Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0262	sk8f84xq	finished	2026-06-07T06:25:34Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0263	5o2daiit	finished	2026-06-07T06:25:39Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	1e-05	0.96875
c0264	s1z50jvv	finished	2026-06-07T06:26:01Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0.0625
c0265	5xvuinmx	finished	2026-06-07T06:26:16Z	meta-llama/Llama-3.2-1B		8	llama3	5	1e-05	0
c0266	s3pcqq53	finished	2026-06-07T06:26:22Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	1e-05	0.65625
c0267	ytuvtvqv	finished	2026-06-07T06:26:32Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0.03125
c0268	mnomf82v	finished	2026-06-07T06:26:33Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0.015625
c0269	hw7wb0u1	finished	2026-06-07T06:26:40Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	0.875
c0270	g3cwtx46	finished	2026-06-07T06:26:42Z	meta-llama/Llama-3.2-3B		4	llama3	5	1e-05	0
c0271	gusbqe6g	finished	2026-06-07T06:26:50Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0272	x2fnrk35	finished	2026-06-07T06:27:07Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.875
c0273	eo883ocq	finished	2026-06-07T06:27:21Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0274	cyqxbmzq	finished	2026-06-07T06:27:38Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0
c0275	hot1tc8m	finished	2026-06-07T06:27:39Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	0.890625
c0276	kq7kfb50	finished	2026-06-07T06:27:42Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0.015625
c0277	agyujs43	finished	2026-06-07T06:27:45Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0278	zwrza9uv	finished	2026-06-07T06:27:45Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.890625
c0279	k4c4ocr6	finished	2026-06-07T06:27:49Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0280	t5jm84bc	finished	2026-06-07T06:28:17Z	meta-llama/Llama-3.2-1B		4	llama3	5	5e-05	0
c0281	htha1nim	finished	2026-06-07T06:28:35Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	0.875
c0282	3wipfft7	finished	2026-06-07T06:28:39Z	meta-llama/Llama-3.2-3B		8	llama3	5	0.0001	0.015625
c0283	e5m8ptap	finished	2026-06-07T06:28:49Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0284	oz8bxwaz	finished	2026-06-07T06:28:49Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	1
c0285	3ryb7cal	finished	2026-06-07T06:28:56Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0286	ikmk5kkw	finished	2026-06-07T06:28:57Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0.015625
c0287	fg7rsfj8	finished	2026-06-07T06:29:05Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.671875
c0288	h3iv6g67	finished	2026-06-07T06:29:14Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0.03125
c0289	g7x09p15	finished	2026-06-07T06:29:48Z	meta-llama/Llama-3.2-1B		4	llama3	5	0.0001	0
c0290	kl7hcs9l	finished	2026-06-07T06:29:55Z	Qwen/Qwen3-4B-Instruct-2507		4	qwen3_instruct	5	5e-05	0.875
c0291	gkvg4tmu	finished	2026-06-07T06:29:59Z	meta-llama/Llama-3.2-3B		4	llama3	5	5e-05	0
c0292	5qkt5c02	finished	2026-06-07T06:30:01Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0293	oa9edanw	finished	2026-06-07T06:30:04Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	5e-05	1
c0294	3ca9n7bh	finished	2026-06-07T06:30:05Z	meta-llama/Llama-3.2-3B		8	llama3	5	1e-05	0
c0295	fqopvl1o	finished	2026-06-07T06:30:13Z	meta-llama/Llama-3.2-1B		8	llama3	5	0.0001	0
c0296	mbe9l9vm	finished	2026-06-07T06:30:28Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	1e-05	0.9375
c0297	caxd0pfu	finished	2026-06-07T06:30:44Z	meta-llama/Llama-3.2-3B		8	llama3	5	5e-05	0.03125
c0298	hgwtvj85	finished	2026-06-07T06:31:03Z	meta-llama/Llama-3.2-1B		8	llama3	5	5e-05	0.015625
c0299	fzforbvg	finished	2026-06-07T06:31:14Z	Qwen/Qwen3-4B-Instruct-2507		8	qwen3_instruct	5	0.0001	0.90625
