cell_id	item_no	item_name	key	present	validated	severity	value	note	sub_ratio_level	sub_clip_range	sub_advantage_normalization	sub_dynamic_sampling	sub_token_mask	sub_ref_snapshot	sub_kl_coefficient	sub_kl_estimator	sub_backend	sub_precision	sub_decoding_params	sub_contamination_check	sub_parser_probe
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=32	fixed-G=32													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=32	fixed-G=32													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=32	fixed-G=32													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=32	fixed-G=32													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01.json													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	6	Held-out split	heldout_split	1	1	ok	gsm8k_hard	gsm8k_hard													
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e.json													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=16	fixed-G=16													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa.json													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=16	fixed-G=16													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b.json													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=16	fixed-G=16													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1.json													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=16	fixed-G=16													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5.json													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
