field	cell_id	declared	recomputed	abs_residual	pass01
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	0.023438	0.023438	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	0.625000	0.625000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	0.019531	0.019531	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	0.843750	0.843750	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	0.039062	0.039062	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	0.812500	0.812500	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	0.054688	0.054688	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	0.875000	0.875000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	0.031250	0.031250	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	0.968750	0.968750	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	0.007812	0.007812	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	0.812500	0.812500	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	0.035156	0.035156	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	0.750000	0.750000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	0.042969	0.042969	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	0.937500	0.937500	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	0.007812	0.007812	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	0.812500	0.812500	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	0.023438	0.023438	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	32.000000	32.000000	0.000000	1
zvf	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	1.000000	1.000000	0.000000	1
mean_reward	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	0.000000	0.000000	0.000000	1
n_groups	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	32.000000	32.000000	0.000000	1
